Number,State,Value,Param bagging_fraction,Param bagging_freq,Param feature_fraction,Param lambda_l1,Param lambda_l2,Param max_depth,Param min_child_samples,Param min_split_gain,Param num_leaves,UserAttribute test_score
148,COMPLETE,0.35984335368713927,0.8641198709824759,2,0.4234288050634699,0.00828785909159935,1.5682686121377362e-06,9,21,0.20712266503354235,97,0.33915637982078717
149,COMPLETE,0.3756503234045553,0.8388402053578616,5,0.5078105410101641,0.07220421855529903,4.777087954299535e-06,12,27,0.08684475336536712,93,0.3357529342751001
150,COMPLETE,0.3705589528519029,0.8384002435047091,5,0.520838832868857,0.08634919073375297,8.883780214747221e-06,12,27,0.0010315006763492174,93,0.3236786363991261
151,COMPLETE,0.3699125950040637,0.8821100046183717,5,0.3629745150201304,0.05896023242332912,1.9854294815956414e-06,12,23,0.0998858909559579,99,0.32571549376312436
152,COMPLETE,0.3666062509741327,0.8567263778087869,7,0.5347865265093218,0.02938147198949056,2.587248832360788e-06,13,25,0.07121111862984292,62,0.3251808897842111
153,COMPLETE,0.3600569429756274,0.8443139868002029,5,0.4829241466595133,0.03874842608651976,6.416455311203651e-06,11,31,0.08747465421873946,90,0.3261117888549576
154,COMPLETE,0.3722424850446393,0.8716848986865606,5,0.4917178666108273,0.0016854432605831297,4.702263942897703e-06,12,22,0.03428127562750111,69,0.32807878660894907
155,COMPLETE,0.36469778937849784,0.8881156363797624,4,0.5062310089086756,0.0005221782085246457,0.3454403550514825,8,52,0.10993831466587739,96,0.31644175102490835
156,COMPLETE,0.3708660327489308,0.8154996990547622,3,0.5417431464207025,0.0718546518084251,2.1824841856433444e-06,10,20,0.22355281428735674,98,0.3326714786020828
157,COMPLETE,0.36227843557909234,0.6283643901780045,4,0.5934123690215521,0.023232410643808668,1.5279710591607622e-06,9,26,0.050956893863683815,92,0.3258793361523128
158,COMPLETE,0.36821709979928424,0.8648648879525527,5,0.5623045273572231,0.0052811037973361325,0.2512931895977194,13,23,0.09492676933904479,95,0.3264184332683612
159,COMPLETE,0.3651723189645486,0.8326105775572904,4,0.39712285678417153,0.049912631820074695,1.4330431059676592e-05,20,28,0.23253816238839853,99,0.3215883854825017
160,COMPLETE,0.34684234611658893,0.45032332483084,6,0.5149925541261706,0.0009461922995168875,0.8031163605865455,16,24,0.19893722237964695,97,0.30834985205236376
161,COMPLETE,0.37380823199575,0.8784037179494498,2,0.4660288194072312,0.00019693377234462559,0.43203637351480556,14,22,0.13363816769312228,100,0.33497633404355354
162,COMPLETE,0.3694046047675068,0.8535806214372829,2,0.4751891981557178,0.00018008519301803623,0.4822569072460619,14,22,0.1451638272948036,100,0.3441945001152563
163,COMPLETE,0.3744758908268171,0.8766085743769914,2,0.46155128674581103,0.00042237799409659496,0.5802189795525903,14,21,0.10686822187707065,96,0.3459532245922696
164,COMPLETE,0.3617578044037948,0.8756139267280204,2,0.45480824326658614,0.0002896075626631293,0.5778836407235259,14,97,0.10494102289974293,96,0.31979450083798555
165,COMPLETE,0.3710640213209474,0.8908157371496045,2,0.4961062377159794,0.0007293346806526887,1.0306642180936288e-06,14,21,0.1319896792083513,98,0.34366293979880835
166,COMPLETE,0.37102075522088906,0.8772212505699801,2,0.4615016292314034,0.00010077803095161312,0.6362233652838842,13,44,0.07330100911487511,100,0.3352776415623333
167,COMPLETE,0.35949961346006687,0.5622066293897731,2,0.4443527243617501,0.010989824627511998,0.9995826485448343,15,25,0.08446261511841516,94,0.31905962188386006
168,COMPLETE,0.37403414848351346,0.8824461615034317,1,0.4769182743629151,0.016906170081488498,0.3982722776185048,13,20,0.1151475641960961,98,0.32551998196906473
169,COMPLETE,0.3654876639313186,0.8998788819660761,2,0.4666356927198656,0.027958778763049787,0.41066020278064364,13,24,0.12504043865161368,97,0.3358943553809606
170,COMPLETE,0.3679355775242222,0.8827189633162639,1,0.47865624038061355,0.01890097051406929,0.775636244809278,15,27,0.11002786005666607,95,0.3251640167839642
171,COMPLETE,0.3667052987907395,0.8714825287333864,1,0.4348723111003466,0.017645479212874706,0.31494081279020286,12,20,0.09155935041151815,99,0.32856166472599924
172,COMPLETE,0.3784097674067146,0.888430484768974,1,0.4671470552534994,0.0361927168031722,0.4472902865170666,13,20,0.16246147233592242,100,0.3278228715623339
173,COMPLETE,0.3716663208607313,0.8887348859639475,1,0.4880383146578178,0.035292344167710106,0.4674961683800457,14,22,0.1596171050929164,100,0.3272828050348815
174,COMPLETE,0.3765236492218274,0.8814320816507393,2,0.47162949656596137,0.05435879255776036,0.2276915999119436,13,23,0.13699824228525365,97,0.3400138241052575
175,COMPLETE,0.37535256458076427,0.8915822055109281,1,0.5046889980287167,0.05285427495122172,0.21599447927405535,13,24,0.1736141069770494,93,0.32491851300490415
176,COMPLETE,0.3745171579556053,0.8996299783510657,1,0.503173370377302,0.11013455473710676,0.19725766116060295,12,29,0.16589626134380664,93,0.33664916431535596
177,COMPLETE,0.37009767906387486,0.8900546800791788,1,0.5009908271745078,0.0966095136176302,0.22668980257860788,13,30,0.17304362952241792,39,0.31486537062047915
178,COMPLETE,0.3742310775417793,0.862387997081675,1,0.5071596492847894,0.17701847256091235,0.16985881210623827,12,26,0.14948615812022395,93,0.32667773179964765
179,COMPLETE,0.36985975003117216,0.8694882282622695,1,0.5243309814855495,0.07793741463945766,0.19402314214635882,13,29,0.16536310408327765,96,0.3265071967568889
180,COMPLETE,0.3719867254634768,0.8921170577750183,1,0.4898530006669918,0.261307421575742,0.11593817990357777,12,24,0.1833638627282685,91,0.3313168057297302
181,COMPLETE,0.3778873540721528,0.8643285321914779,1,0.5123968717067066,0.10906688775331183,0.150009865401714,12,27,0.1475769606638014,92,0.33493955976239
182,COMPLETE,0.36802318134897805,0.8677991060651552,1,0.5133322409574476,0.1281467015265559,0.2405483344302999,12,33,0.16292282379454892,88,0.3149431310389662
183,COMPLETE,0.37086247515641774,0.8481801243155546,1,0.49791286629525244,0.05027689974906442,0.14203359932526494,11,28,0.14518373069112353,95,0.3260994747934731
184,COMPLETE,0.3743252144653057,0.8815112716654004,1,0.5250690351867561,0.07341999344635994,0.63574609098358,13,23,0.17003722236275876,93,0.3385904021565672
185,COMPLETE,0.36985028591070673,0.8990713546223162,1,0.5039799231505131,0.1062915353604454,0.09442004199524463,12,80,0.17675776317726266,97,0.32548266178662544
186,COMPLETE,0.361884116010908,0.8586239126565827,1,0.48395133775597027,0.05691491591923738,1.0068668828767426e-06,13,62,0.15258984426678948,95,0.3278994171120496
187,COMPLETE,0.36574922652726893,0.8736049030326678,1,0.4614090779264858,0.04848958425058377,0.19248191325702435,13,26,0.19157712611838457,92,0.3397916500449749
188,COMPLETE,0.37754315750971057,0.8855699812219743,1,0.5388431204063305,0.033625701667224825,1.4638855534700868e-05,14,24,0.13794774215935263,97,0.33219111979779414
189,COMPLETE,0.3674134635427282,0.8862044393484073,1,0.5407099110959607,0.0678197782933601,5.573750317847259e-06,14,29,0.1397965177978462,94,0.32516292646811107
190,COMPLETE,0.3760533951701321,0.8920860440587272,1,0.5328939814510806,0.03693746154886133,1.2234119084672806e-05,14,27,0.1372017411053642,97,0.3291559257926968
191,COMPLETE,0.37432685891386785,0.8996908794426252,1,0.5554871454448004,0.03891057384347465,1.7773681526066658e-05,15,27,0.13545518682221283,97,0.3344123652824841
192,COMPLETE,0.36081507985018774,0.8892753182721508,1,0.5279662618475144,0.03019320260526224,1.0217783663485733e-05,14,31,0.1561770667020009,98,0.32139777367351297
193,COMPLETE,0.3679617372064919,0.8757599016761525,1,0.5144213998202951,0.04404191179336074,2.6720620354449188e-05,15,25,0.12363999021671399,96,0.3256789921581571
194,COMPLETE,0.3672857392300898,0.8655620020143119,1,0.5386048832079888,0.0254401893752647,9.470298290334662e-06,14,24,0.14524253795705783,77,0.33191787235316383
195,COMPLETE,0.3646884938001327,0.8785493722216915,1,0.5485465959284896,0.0944880986621931,1.2623336431327024e-05,12,26,0.1343152458275259,92,0.3301734925959672
196,COMPLETE,0.3742893449297724,0.8897108436985349,1,0.5736183328665148,0.15004092348364903,2.5739961957796018e-05,11,23,0.16174849953824427,94,0.33596896215338545
197,COMPLETE,0.36822163422814597,0.8490591530606679,1,0.530537620326406,0.05695904713865335,1.9417317733471878e-05,13,28,0.12338027626845907,98,0.3188721316600789
198,COMPLETE,0.33648820848128186,0.8629851143872629,2,0.4930041094139404,0.03395570285954004,0.005183110433768213,2,27,0.14699846089246543,90,0.29757292215824516
199,COMPLETE,0.37301232157723924,0.881301366085606,2,0.5196888096935635,0.2374536078870634,2.840774274729638e-06,15,22,0.17242044578699922,96,0.3451458100997885
200,COMPLETE,0.36519544462558823,0.8913932307503695,1,0.5081846683862394,0.06818098610124788,0.00022875652768995682,12,30,0.1548832395459233,99,0.33045943719213877
201,COMPLETE,0.3743390172533082,0.8679727565681382,2,0.4720313627611491,0.022456456061035794,1.560079841083438e-06,14,21,0.11429872032753563,100,0.34126544962593264
202,COMPLETE,0.3659907587018164,0.8774081709963083,2,0.5502050265315753,0.03833807584243282,0.7963827756771437,13,21,0.12763320030340877,97,0.3294356491285686
203,COMPLETE,0.36488914708568254,0.8568497851007275,1,0.3847139726301294,0.02733108999757617,0.22481028924696111,13,24,0.1014575826414551,98,0.31351372421497303
204,COMPLETE,0.3641105742661235,0.8408636997448146,5,0.559139418223739,0.05018723010001263,4.71195726583869e-05,12,23,0.14102351372381633,100,0.33574948690972284
205,COMPLETE,0.3749748202512926,0.8997009165597358,1,0.5365051919982813,0.10667601240450808,0.5366894579845696,14,20,0.18753037275269294,95,0.32749723321686275
206,COMPLETE,0.3755805929171552,0.8999829741046935,1,0.5367323877043645,0.0949169361171446,0.5860927681336326,14,25,0.18858559940204284,95,0.3373843509026365
207,COMPLETE,0.38015719153107125,0.8974315363140987,1,0.5360227672722241,0.18930497983188557,0.5644196341660817,16,25,0.1859600067815071,94,0.3391231511803555
208,COMPLETE,0.3762991608676999,0.8922012537811571,1,0.5349126510890071,0.36664973391783623,0.70648096700333,16,25,0.19194062529373576,94,0.32807970463525216
209,COMPLETE,0.37833304019372876,0.8920821552346045,1,0.5395726122685587,0.5364081052575189,0.8964963415390073,18,24,0.18998918390923877,94,0.32528441687014176
210,COMPLETE,0.3732053425384585,0.8906748919300193,1,0.5372155195855337,0.6826456742119256,0.910985053159595,17,25,0.19052685864280527,94,0.3288403814261357
211,COMPLETE,0.37859908860533453,0.8894736887554653,1,0.5414237216779659,0.5309282831145885,0.9930251168511115,18,24,0.20249068495937145,91,0.3283235680291401
212,COMPLETE,0.37104231898464196,0.8995662306910741,1,0.5292083650530442,0.46499166116486107,0.8318963400113286,18,25,0.2035380157956911,92,0.33210545229794664
213,COMPLETE,0.36822402169671925,0.887940664913065,1,0.5496590305698963,0.5748128969045178,0.6503495551444037,19,26,0.21213186272338677,90,0.32075618615224655
214,COMPLETE,0.3788229204431435,0.8998624552616812,1,0.5191933753692994,0.8581501139899328,0.9934078758362004,18,24,0.18391473140496273,95,0.3284588024615488
215,COMPLETE,0.37129466764134267,0.8864500095736767,1,0.5210768442002787,0.8321918515853255,0.7649850484504643,18,24,0.18096023845351605,91,0.3200904780684938
216,COMPLETE,0.37193820335553984,0.8910965064624037,1,0.5466613017823119,0.41527183851432703,0.757675589691864,19,27,0.20082672817293054,94,0.32629516924193747
217,COMPLETE,0.37718481601788767,0.883584415384146,1,0.5178216534456695,0.6020561390933806,0.5891281835956738,16,23,0.19627495304535914,93,0.3298980867465492
218,COMPLETE,0.3689925278824207,0.8831742203939249,1,0.5174977391442672,0.346341181224989,0.532390093861944,16,25,0.19305484964557923,93,0.338251748941913
219,COMPLETE,0.3774963878630049,0.8922296333083527,1,0.5287094486049995,0.5608955201403373,0.9279813814984466,18,23,0.18113029567636268,89,0.311871175166315
220,COMPLETE,0.37378251199294693,0.8822082918194065,1,0.5296315279488355,0.6209454598295117,0.9997028634342882,18,26,0.19788829949909487,89,0.3165566674512955
221,COMPLETE,0.37370285649462176,0.8922741750946772,1,0.5136096251257461,0.9622858215324369,0.6578334171894452,17,23,0.18017336931162037,91,0.3241560112817855
222,COMPLETE,0.37443928083301553,0.8997320650480791,1,0.5264084068028362,0.5007612531983087,6.54504715896216e-05,17,24,0.21367693180585173,92,0.33899703910115
223,COMPLETE,0.3762885890189607,0.8834595018647697,1,0.5399938605149512,0.3563040331612779,0.965640137916284,18,23,0.1823953363013333,95,0.3221302955679668
224,COMPLETE,0.3784730214542863,0.8816795134188289,1,0.5418031495147212,0.30602123565174405,0.968959437676434,18,23,0.18861425754242714,95,0.33710774132748167
225,COMPLETE,0.37476851227996544,0.878219994516935,1,0.555702782909429,0.2824844217142474,0.9659661576650302,18,22,0.2027650882883933,95,0.33388200456894856
226,COMPLETE,0.36199829076307377,0.7543677583511036,1,0.5459504026333719,0.314538790656499,0.9861314871953394,18,23,0.18449415933206978,88,0.3302257329945719
227,COMPLETE,0.37349659821160974,0.8699570406461828,1,0.5713411294913049,0.7575214692801336,0.7540363772790457,19,27,0.19576143479834326,96,0.3191864520507868
228,COMPLETE,0.37941255691903997,0.8844933023798065,1,0.5430563930697749,0.4374013438110512,0.9668758735660467,18,23,0.21574064458523903,94,0.3278185604479321
229,COMPLETE,0.37803725327571597,0.8833907474640327,1,0.5443298618050172,0.41602587611740144,0.9854891105362178,18,22,0.21773261670353256,95,0.3293277641104866
230,COMPLETE,0.37454599029401103,0.8825665759089638,1,0.5419097637394794,0.5297223413286745,0.9590696331586149,17,23,0.213011194933336,97,0.33255632747397257
231,COMPLETE,0.36870935920246295,0.883673208588139,1,0.5586613943140384,0.3566746211370801,0.728731622071597,18,22,0.21596732806125937,94,0.31129048791783553
232,COMPLETE,0.3716804621348241,0.8729509231825613,1,0.5324966727153848,0.19358794763461337,0.9764530177139434,19,23,0.20672667775407727,96,0.3363598416796152
233,COMPLETE,0.37379890848944025,0.8875170906461264,1,0.5448162331610651,0.537891822889622,0.6603506814146434,18,22,0.22443629487990346,91,0.33728999021490624
234,COMPLETE,0.3705859015907763,0.8813685694616494,1,0.5673766419645757,0.3896140949797717,0.9889517035496586,16,25,0.1965169331888777,94,0.3254080601590448
235,COMPLETE,0.380056574432724,0.8687419613236715,1,0.5242215454793027,0.6663730802015385,0.517804268008058,17,24,0.18317567954478198,95,0.32797210432274215
236,COMPLETE,0.3626692137329145,0.8914143448550446,1,0.5200988637948075,0.6675995599655095,0.480043983182434,19,87,0.18096382070636463,97,0.31573906682645714
237,COMPLETE,0.3684486085207519,0.8682469967758008,1,0.5291859788170772,0.9900793199423225,0.62396222852318,17,24,0.20637459836673527,95,0.32798035302058626
238,COMPLETE,0.3685263734270442,0.8746346589215184,1,0.5361556425084055,0.440666193541031,0.7336434296692584,18,26,0.173569214189046,98,0.32208033655816126
239,COMPLETE,0.38044744383809376,0.8900221136694574,1,0.554604679720012,0.2590307257055909,0.5414094112531674,18,24,0.18900390959966443,96,0.32250774382005176
240,COMPLETE,0.3709060408442347,0.8803213195294455,1,0.5518985275123106,0.21095630313646982,0.48821517778748863,16,22,0.1884384316481275,95,0.3306789495035103
241,COMPLETE,0.3729219828130489,0.8914678929552171,1,0.544020828710319,0.29222600542118604,0.755271552647176,17,24,0.19870278127059027,96,0.32118859733254657
242,COMPLETE,0.3725071251965961,0.8904115411061182,1,0.5617444104835267,0.6795870427420048,0.9948026227876061,18,25,0.22040257977631708,93,0.3269427108321272
243,COMPLETE,0.3735167314910913,0.8816663084774362,1,0.5279298578648248,0.4238323007334998,0.5395053094803544,18,23,0.1803963555008135,98,0.32934502451002656
244,COMPLETE,0.3655249949293238,0.870107375429972,1,0.5872988361425896,0.2934311884031108,0.7416977332418137,19,26,0.191226825048529,94,0.3248946952444489
245,COMPLETE,0.38220348178680996,0.8912656188734494,1,0.555001174180354,0.46004145421861387,0.38729342353913987,17,21,0.20770125584766091,96,0.32880632262701803
246,COMPLETE,0.3776965074359986,0.8821686786220814,1,0.5527449026897222,0.48341960857546207,0.3959104369004679,17,21,0.20798641810468274,92,0.3359915691734806
247,COMPLETE,0.3710959570722938,0.8659176197441913,1,0.5771086606239427,0.5559506900170832,0.35486691735112,17,21,0.20846463985424052,92,0.334963949293807
248,COMPLETE,0.3761220055932667,0.875288616528192,1,0.5629973469427108,0.7979304397143638,0.4170929839120446,17,21,0.2207973044339933,90,0.3312909902617076
249,COMPLETE,0.3731759745601364,0.8932846603114664,1,0.555694303121665,0.44870778557844393,0.48921222265554554,16,21,0.20395909376890692,92,0.3173399424053511
250,COMPLETE,0.3811135136988665,0.8835057470168437,1,0.5508781695671633,0.2516641880780125,0.39135463251772257,16,20,0.21129961039976441,96,0.32945446085243957
251,COMPLETE,0.37572316032604236,0.861838061102217,1,0.5751212164195408,0.18975619576892908,0.3653976052337349,18,20,0.22852127422469437,98,0.3269181432787236
252,COMPLETE,0.37934600397070517,0.8764972273525904,1,0.5506430367360734,0.655178634329619,0.5581840403864903,17,22,0.2161058354149688,96,0.33035655161163713
253,COMPLETE,0.36942659379406084,0.8996108246548817,1,0.5501037612000708,0.5931919062822562,0.5558723788285062,17,20,0.2161963111881166,96,0.3224817900620156
254,COMPLETE,0.3764911567537923,0.871183507269962,1,0.5674696745081501,0.23500376547097152,0.5835682749770235,17,22,0.20974582976887923,93,0.33681781769494046
255,COMPLETE,0.3688728366488666,0.8602131419744475,1,0.547254413129129,0.7678874627088975,0.4364225341446819,18,74,0.01808612032231193,99,0.32499653499045933
256,COMPLETE,0.37587192015542314,0.8815892871372999,1,0.5556674497546032,0.57729944026517,0.0013454610924936994,17,22,0.2295525556868787,96,0.3322252137458923
257,COMPLETE,0.37617748097353276,0.872173597977625,1,0.5561639578967155,0.9791237590731049,0.00011862033236025504,16,20,0.0007026031776458247,95,0.3302538520231595
258,COMPLETE,0.37722391974002945,0.8843225377286286,1,0.5841797519701765,0.46609845701064523,0.0003079461683020158,18,22,0.19973230979993367,90,0.3332687343055606
259,COMPLETE,0.37523561534057237,0.8841580140208415,1,0.5889723650504196,0.28581583986698256,8.500936345160621e-05,18,24,0.19886761807375383,88,0.3341894039139095
260,COMPLETE,0.37707729750027247,0.8996250474828953,1,0.6003195723954733,0.4186599883785464,0.7183961211240415,19,21,0.20614247464934687,90,0.3423715943505612
261,COMPLETE,0.37658623762357335,0.8880812524070627,1,0.5748186977536686,0.48467413895746597,0.5988195151273049,17,22,0.17031421016006965,91,0.3372471055596157
262,COMPLETE,0.3719446132037679,0.8747242116127563,1,0.3187507720277214,0.653754312786179,0.786727348940752,18,24,0.1935648512264662,92,0.3213195231345771
263,COMPLETE,0.36741009748961756,0.8851999027482707,1,0.5654629468225025,0.24027548634854815,0.0008009619690926281,17,20,0.2097377565060635,93,0.3363179267334202
264,COMPLETE,0.37737930614793846,0.8994864194157491,1,0.5219278138234673,0.35716973493368165,0.32630605655529243,18,23,0.21714562763855505,87,0.3271643667771934
265,COMPLETE,0.3697086001013327,0.893447583780628,1,0.5842079023724077,0.32718527993170043,0.4028377149859639,20,22,0.22046202281285462,87,0.3212806906053841
266,COMPLETE,0.37157724194033664,0.8919253047517112,1,0.543564705689034,0.17573467845995522,0.34134081789538717,19,25,0.21858598005757596,85,0.3323981012809084
267,COMPLETE,0.3842923612445166,0.8752422474373073,1,0.5535619473217577,0.44852999188082976,0.012095769941200563,18,24,0.18367682277342431,90,0.3323619642951945
268,COMPLETE,0.36560447982692196,0.899432501650039,1,0.5531158564078061,0.33777529399212186,0.2953968276490556,18,69,0.1842448025867048,86,0.3295345275257344
269,COMPLETE,0.36882973886559883,0.8695183049577367,1,0.540556287691266,0.28414175436488337,0.8262371052110223,19,24,0.16949081896665233,89,0.33379321744103596
270,COMPLETE,0.366418388485661,0.8752832673733026,1,0.5228873969139923,0.7677312516842447,0.4737125960392265,17,26,0.17652185494302874,95,0.3330276711141903
271,COMPLETE,0.3685865161670906,0.8611872318093894,1,0.5626391746059664,0.4562486131268479,0.01642033498062728,18,24,0.16327696077775955,97,0.3387489756194413
272,COMPLETE,0.36952256536159594,0.5913383607702491,1,0.5498776854597524,0.1530525280483719,0.6356906575770053,18,21,0.1889077133031479,91,0.32554730394622144
273,COMPLETE,0.37307923364115836,0.8790044214051392,1,0.5374972838541622,0.24215948752310787,0.7684306681237799,17,28,0.21349258981964703,57,0.3234578678564244
274,COMPLETE,0.3820397544484714,0.8914012286532492,1,0.5253562388393131,0.3910054366168475,0.49378917518744997,18,23,0.20258284688391684,94,0.3454349129713298
275,COMPLETE,0.376820427113421,0.8690351575778925,1,0.5676205994934967,0.5807648245209589,0.012310777801066316,18,20,0.20338334316643883,94,0.33379746056445003
276,COMPLETE,0.3769355705195674,0.8879278072032462,1,0.5489272179799547,0.7964264435940379,0.5384401963028423,19,25,0.17529730847904404,97,0.3407739450161352
277,COMPLETE,0.3690503912581543,0.8643983384430726,1,0.5299656835953162,0.48138419625251516,0.9706195276322429,17,27,0.1925787776771641,94,0.3245264510041177
278,COMPLETE,0.3668472510956641,0.8774947060335899,1,0.541703723107373,0.9955503503312084,0.9843760751492154,17,39,0.18590015627533638,47,0.3138993759329576
279,COMPLETE,0.3656930305883745,0.8856243335716482,1,0.3010044995565312,0.3828936879004143,0.42987297599109736,18,54,0.20096980005540951,96,0.3154418326962467
280,COMPLETE,0.36610386370282466,0.8591586825690328,1,0.55950038644866,0.22262280520799838,0.0029216515241951863,19,23,0.16219558014152152,92,0.32670828123519646
281,COMPLETE,0.36746719637020486,0.8757580309136385,1,0.5324997318511517,0.670591844891582,0.007761969246379994,16,26,0.18167262762760517,98,0.33650016993824516
282,COMPLETE,0.36873091002089153,0.8931582793668825,1,0.5143614655520359,0.5170938588765283,0.033077098542992574,8,24,0.2076944541507308,95,0.32153687628824446
283,COMPLETE,0.38075696843870416,0.8789942561688767,1,0.5565631944964511,0.2739313639128003,0.6471547365467917,18,22,0.23590552075050708,99,0.3275455574878636
284,COMPLETE,0.37184657546361466,0.899779709467407,1,0.5584866489041012,0.2941168860381176,0.5827439220409082,18,20,0.23812666059125817,99,0.32091166208752797
285,COMPLETE,0.3745550513125716,0.8875543952459402,1,0.5716398902630346,0.21033986852876757,0.707410079134592,18,22,0.25155944405832115,99,0.33576509700033585
286,COMPLETE,0.366033466583117,0.6975450810495814,1,0.5472686502465787,0.37005896771986135,0.4339230372238668,17,28,0.22359329471550343,98,0.32192872693618557
287,COMPLETE,0.3744287889171924,0.8777954340067907,1,0.539426399686026,0.15167359969488833,0.5914605786521304,19,25,0.2281398130357756,96,0.33692462324392425
288,COMPLETE,0.3691152739467904,0.8661252652102502,1,0.5536710921955338,0.2772934434307954,0.0005723861883499608,18,23,0.460220799105559,100,0.3267677452825657
289,COMPLETE,0.3757035041691208,0.8882987607756865,1,0.565958770977785,0.48286205585290043,0.7829457097237847,17,21,0.2119460163972949,97,0.3395144424745289
290,COMPLETE,0.36683135671059763,0.8520858244432246,1,0.5271949973370846,9.332295092424225e-06,0.28066305637338496,18,24,0.23494450285921858,94,0.32920959790753435
291,COMPLETE,0.37208462031919265,0.7391672852695016,1,0.5428405096799909,0.4154340744200932,0.47126031911615646,17,26,0.19069302010111033,96,0.3184680264463413
292,COMPLETE,0.36513611117792244,0.8999477425283076,1,0.5762020761015639,0.7009555896487467,0.7658432528226133,19,48,0.028903749234724465,98,0.3209114610095314
293,COMPLETE,0.3745622509793215,0.8779077517701214,1,0.5578975268171817,0.3319897718934003,0.3668383922098595,16,22,0.19929125058169966,96,0.33524753088629833
294,COMPLETE,0.37636959112429935,0.8686910462158671,1,0.5219529477029017,0.5741660902007238,0.5627180668840939,18,20,0.17586668911861034,99,0.3346010019745058
295,COMPLETE,0.3676509426056867,0.6812751196783231,1,0.5330494127553319,0.22905136428269984,0.9973858002382863,19,26,0.2083102300981752,94,0.3263040343521736
296,COMPLETE,0.3740102413220133,0.8898284144541317,1,0.5517330440427544,0.762367859035424,0.6449310204273772,18,23,0.22071394948543943,92,0.31868385954337286
297,COMPLETE,0.37379815844316044,0.881104460988629,1,0.5107695303351134,0.44856223998537087,0.28489974304389276,17,25,0.191124370152543,97,0.3320631082378648
298,COMPLETE,0.36519687644858234,0.4959262471687862,1,0.5446295137605857,0.30122641324081295,0.4835971707894832,18,28,0.2023053725402697,100,0.32262245989700467
299,COMPLETE,0.3786575363510428,0.8905949846901569,1,0.5712258177162625,0.6185884428922344,0.75228982056873,17,21,0.22877520718597696,95,0.32305491383569973
